allowed_for_evaluation,card_path,claim_boundary,clean_prediction,detector,sample_id,transformation,transformed_prediction,validation_level,verdict
True,slack_eval/cards/section_slack/d98a458e7f416f38fa776b23fcd781737dad861bc16e5436de72a6537cfc9d39.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d98a458e7f416f38fa776b23fcd781737dad861bc16e5436de72a6537cfc9d39,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d98d636cc4a35f8edf2933c128ab663e331f19caa5130c7917d6e263560efe35.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d98d636cc4a35f8edf2933c128ab663e331f19caa5130c7917d6e263560efe35,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9927fe092ccf71305cfb5b97b7306e78597af99b9313f5a855f569c491dcc25.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9927fe092ccf71305cfb5b97b7306e78597af99b9313f5a855f569c491dcc25,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d99d7293a93d4397b4def9e003618ec9fb4749e16d5078404367f4e6a3f37edf.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d99d7293a93d4397b4def9e003618ec9fb4749e16d5078404367f4e6a3f37edf,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9a39b4ef451806c38101299c7ca8453a4711ce4c629666a0ae8f9cde1b87165.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,d9a39b4ef451806c38101299c7ca8453a4711ce4c629666a0ae8f9cde1b87165,section_slack,benign,2,detector_stable
True,slack_eval/cards/section_slack/d9a82b6d8108afc69e644932cda98840dc6e8042e821b3862783d36bdf6785db.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9a82b6d8108afc69e644932cda98840dc6e8042e821b3862783d36bdf6785db,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9aa0c5ffac04b59416f633ef46b374b1c3016d3dc7d63488824e2e65a568a02.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9aa0c5ffac04b59416f633ef46b374b1c3016d3dc7d63488824e2e65a568a02,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9aca70fc4d8643b5da9b578a53f50b1f72c2e653a3a4dd132c3d4d9bab3c492.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9aca70fc4d8643b5da9b578a53f50b1f72c2e653a3a4dd132c3d4d9bab3c492,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9bd90970f36e658d5aca54bd238ef95d47532c9b15b41158b4f3f1f8d7d6602.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9bd90970f36e658d5aca54bd238ef95d47532c9b15b41158b4f3f1f8d7d6602,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9c062637bc8f8ad27cbeab27a4943b90670ec5f806bb4fcbdf79b0ab76a2fd5.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,d9c062637bc8f8ad27cbeab27a4943b90670ec5f806bb4fcbdf79b0ab76a2fd5,section_slack,benign,2,detector_stable
True,slack_eval/cards/section_slack/d9c1a2d0cf0b2471fed70d7dbb59d90c7057450ae97372fd7a887d63ec4dd9e6.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9c1a2d0cf0b2471fed70d7dbb59d90c7057450ae97372fd7a887d63ec4dd9e6,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9c24cbff6d74199159f7a17218deffed219958dff05c0de443cdd53b9e05839.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9c24cbff6d74199159f7a17218deffed219958dff05c0de443cdd53b9e05839,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9c9793359749dfe934a74a2647dca751be7fdd38c64289d72ebc3eb58d3b0b5.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9c9793359749dfe934a74a2647dca751be7fdd38c64289d72ebc3eb58d3b0b5,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9cee61550f9307238da39102ff0967af46c4cdf4a0583432bac3cadfa29641d.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9cee61550f9307238da39102ff0967af46c4cdf4a0583432bac3cadfa29641d,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9d2bd42a8db57d4e22a60532e6db5acae48d07878d4aed9079fbbcda009ab7b.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9d2bd42a8db57d4e22a60532e6db5acae48d07878d4aed9079fbbcda009ab7b,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9da8151ed71f0672e1937018b066e8d79f4f7d1859fdd9d781a30e8bb481e7f.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9da8151ed71f0672e1937018b066e8d79f4f7d1859fdd9d781a30e8bb481e7f,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9dd18fa91cfa8a03f9fcb66137a8389510180f4b694a6b895250694da223ed8.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9dd18fa91cfa8a03f9fcb66137a8389510180f4b694a6b895250694da223ed8,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9e0aa17442669974e9d30dbd63073f9990ac4f83580afbd4bdbe92b5c4fb1d2.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,d9e0aa17442669974e9d30dbd63073f9990ac4f83580afbd4bdbe92b5c4fb1d2,section_slack,benign,2,detector_stable
True,slack_eval/cards/section_slack/d9e430da5e0633b340a88694a2ffece683b183d149c4ed0670f2eef0a5d9558d.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9e430da5e0633b340a88694a2ffece683b183d149c4ed0670f2eef0a5d9558d,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/d9eafbb8b11ac40840de6242c103794cf52bafe23da8c3ddb1e303fd3ab157f7.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,d9eafbb8b11ac40840de6242c103794cf52bafe23da8c3ddb1e303fd3ab157f7,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da02a0d261f5f8118ec1e27b15141391b0641ac8d8204ac4b169a210fc26e22c.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da02a0d261f5f8118ec1e27b15141391b0641ac8d8204ac4b169a210fc26e22c,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da047701cf32098bd957469b0c0982d5f6d2374e1ae9a924cbdfaad36dbcf721.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da047701cf32098bd957469b0c0982d5f6d2374e1ae9a924cbdfaad36dbcf721,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da07d99b2b968c52239f5d7cdff1e5c65f23fad2584b65e9d70720f55625ddce.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da07d99b2b968c52239f5d7cdff1e5c65f23fad2584b65e9d70720f55625ddce,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da139447c26fa2df0c5adaeb68bf3773054dbdcb9d8611f043769de958ff21b4.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da139447c26fa2df0c5adaeb68bf3773054dbdcb9d8611f043769de958ff21b4,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da1822c979249d822f1c6024f9126238049cf4dc4a4f894f1eef77e422d49800.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da1822c979249d822f1c6024f9126238049cf4dc4a4f894f1eef77e422d49800,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da1968f7ad7f4fdb1bc77713b54f87d3ede41ebbf19bf86f4898eb902bafc30f.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,da1968f7ad7f4fdb1bc77713b54f87d3ede41ebbf19bf86f4898eb902bafc30f,section_slack,benign,2,detector_stable
True,slack_eval/cards/section_slack/da19b45e3c50f59c1b01c7d83db55f6357289a866cf18723427ba8c7cbe4bfff.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da19b45e3c50f59c1b01c7d83db55f6357289a866cf18723427ba8c7cbe4bfff,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da1effb56ddd4c5630864b52366f91de3ba8ec77fad6c2a6a0a3ed833aa6b625.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,da1effb56ddd4c5630864b52366f91de3ba8ec77fad6c2a6a0a3ed833aa6b625,section_slack,benign,2,detector_stable
True,slack_eval/cards/section_slack/da2647308182976cf68aeb4b7aa4df35a824fc9ecf3dfd983584e32f9c8d0421.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da2647308182976cf68aeb4b7aa4df35a824fc9ecf3dfd983584e32f9c8d0421,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da2bce69d94ac44e9d16ff6728fdb033765479eb908e9523c5d26bdcbdee15ef.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da2bce69d94ac44e9d16ff6728fdb033765479eb908e9523c5d26bdcbdee15ef,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da5f684ea46114546710702652973446c48e61da893d44fde145273aa9866c8f.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da5f684ea46114546710702652973446c48e61da893d44fde145273aa9866c8f,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da66fd9f1789e3e33aa1a7c594634eb9de7ea7b3016f8aa522d764b8edabbf3a.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da66fd9f1789e3e33aa1a7c594634eb9de7ea7b3016f8aa522d764b8edabbf3a,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da6c2bd7e4b456c6f31e6d332ba9a0b8a3a110d5aa8ee1ad4c32ae756bd84975.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da6c2bd7e4b456c6f31e6d332ba9a0b8a3a110d5aa8ee1ad4c32ae756bd84975,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da6fc269f434747f4b9b3743adf43eecab7c58c902f3c226a70898b11ff2a2b7.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da6fc269f434747f4b9b3743adf43eecab7c58c902f3c226a70898b11ff2a2b7,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da72f467aec4307b67b82ca0b60890e0264fe99c9a4e08f71c15cf805bf2126b.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da72f467aec4307b67b82ca0b60890e0264fe99c9a4e08f71c15cf805bf2126b,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da7764ecbb975f35d69e2916f4c81500fa39807f52c4b69c207171ff01c9839e.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da7764ecbb975f35d69e2916f4c81500fa39807f52c4b69c207171ff01c9839e,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/da942bf334992e1a7114eddc3a23e5b1ed9b0cdbb2cef79433739622ddd6d9ec.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,da942bf334992e1a7114eddc3a23e5b1ed9b0cdbb2cef79433739622ddd6d9ec,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/daa798b1c21881eac1f8e47f09883096d1da0aac46d41244967da1165b1333dc.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,daa798b1c21881eac1f8e47f09883096d1da0aac46d41244967da1165b1333dc,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/daa8a0de4a2b61ff15f296886c54156088812a6ca601c525265d557ce17cb8ad.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,daa8a0de4a2b61ff15f296886c54156088812a6ca601c525265d557ce17cb8ad,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/daaa1adc03d81ca1bf57c94dcad32b6cc55bd91273a45ad85d6ce86522d7bfe8.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,daaa1adc03d81ca1bf57c94dcad32b6cc55bd91273a45ad85d6ce86522d7bfe8,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/daadbd58993567fcb90ec8214157fd063bb9fbe5167553c013c807d40c4206f2.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,daadbd58993567fcb90ec8214157fd063bb9fbe5167553c013c807d40c4206f2,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dac8233e35b58caa397f52f78b7d6960ad0fa187a75e61900cdc550d2e92521e.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dac8233e35b58caa397f52f78b7d6960ad0fa187a75e61900cdc550d2e92521e,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/daccd2f55cf722cf7a432fcea6b3f2f9bb6c7f3d553a6ff58fd71f7d3cb99963.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,daccd2f55cf722cf7a432fcea6b3f2f9bb6c7f3d553a6ff58fd71f7d3cb99963,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dacec9fe8dd9e01599ee84334494184c1477932c36888ffacfcb00b111c2a9ea.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dacec9fe8dd9e01599ee84334494184c1477932c36888ffacfcb00b111c2a9ea,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dad528d068d6bd4463eee4bf56b82bc9aa6d8b288ff7b4fa3707292ea74cec63.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dad528d068d6bd4463eee4bf56b82bc9aa6d8b288ff7b4fa3707292ea74cec63,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dad6229600eb17c91ad9ddae5481379a6d06b08147d840e20648f8e36d56844e.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,dad6229600eb17c91ad9ddae5481379a6d06b08147d840e20648f8e36d56844e,section_slack,benign,2,detector_stable
True,slack_eval/cards/section_slack/dad7c0373953f5abfe466479d9af7acd8a46f88fecbeb8c1de715d7a965c10f2.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dad7c0373953f5abfe466479d9af7acd8a46f88fecbeb8c1de715d7a965c10f2,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dae0f728103611fc85e44afab75eeb28b53fa5ce349e3e5b5eb231de456786ac.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dae0f728103611fc85e44afab75eeb28b53fa5ce349e3e5b5eb231de456786ac,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dae358861d34b903ba940024ed9a8b5232df7743549395224878393007cd4231.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dae358861d34b903ba940024ed9a8b5232df7743549395224878393007cd4231,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/daeb5e63dbdb8257e9644356fdb0a71a949f36d1854ed227928382c093c4d8d6.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,daeb5e63dbdb8257e9644356fdb0a71a949f36d1854ed227928382c093c4d8d6,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/daf3a46f658da207835dfd5f0bb3d9986ecb4763eea537b89b316ce784e82133.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,daf3a46f658da207835dfd5f0bb3d9986ecb4763eea537b89b316ce784e82133,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/daf40d9a2ec0f85748aa446e41c11cf7188fdfa0f00d84652a38699c5e04863a.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,daf40d9a2ec0f85748aa446e41c11cf7188fdfa0f00d84652a38699c5e04863a,section_slack,benign,2,detector_stable
True,slack_eval/cards/section_slack/db0569bf4d4e0a026406ce6fceaac7c98fb9c8e8444a702bf3b997757a69bb1c.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db0569bf4d4e0a026406ce6fceaac7c98fb9c8e8444a702bf3b997757a69bb1c,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db24a1ee54f68fd412f97763d0c3f554ce15ce5f49c4c14fc038996497654995.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db24a1ee54f68fd412f97763d0c3f554ce15ce5f49c4c14fc038996497654995,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db2aec0218aac9da20bcb97a39ef15e5ec10bf5366a829afff89a09c7ba5772b.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db2aec0218aac9da20bcb97a39ef15e5ec10bf5366a829afff89a09c7ba5772b,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db345130e2cd90ea550affa0fc43a285f09c8f15c9382d35334a1bde48eaa92e.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,db345130e2cd90ea550affa0fc43a285f09c8f15c9382d35334a1bde48eaa92e,section_slack,benign,2,detector_stable
True,slack_eval/cards/section_slack/db481ca676175ba759b8c5602fac889ad530205ec918f48951314e9daa0c9452.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db481ca676175ba759b8c5602fac889ad530205ec918f48951314e9daa0c9452,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db535173b96c765ead7c375cc44d6bda8dfbe1b55b582fe0fc3240848cbb2865.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db535173b96c765ead7c375cc44d6bda8dfbe1b55b582fe0fc3240848cbb2865,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db564831d17c4ae7eb5668c248a8c5353bc7b1ade941e199569a022f5a099e1e.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db564831d17c4ae7eb5668c248a8c5353bc7b1ade941e199569a022f5a099e1e,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db67f21be65408f79c2b189793a86a5eb1bbc7b212ad848cdac77b4e81aa7f67.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db67f21be65408f79c2b189793a86a5eb1bbc7b212ad848cdac77b4e81aa7f67,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db6d376287a8480fb717f26fca82254b847c5ee5cb9e011ffb97c694fcdc0c90.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db6d376287a8480fb717f26fca82254b847c5ee5cb9e011ffb97c694fcdc0c90,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db80e09cdf515efad92a73800f9bf529b5d208f660444f7efbc9d1edf2eea698.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db80e09cdf515efad92a73800f9bf529b5d208f660444f7efbc9d1edf2eea698,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db84ee815b9c181b1bc5d58085d476259eff2fdd901fe90b2453542cc82ba52e.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db84ee815b9c181b1bc5d58085d476259eff2fdd901fe90b2453542cc82ba52e,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db8a19605f66501e4d7d617dad52358f033efb278c3e889cca1135885c86a8f4.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db8a19605f66501e4d7d617dad52358f033efb278c3e889cca1135885c86a8f4,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db8eec74a19cc8c24435ea68f6a7b24f81649bf9fe3b9dcfec0bd5ea07f9c37d.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db8eec74a19cc8c24435ea68f6a7b24f81649bf9fe3b9dcfec0bd5ea07f9c37d,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db8fa2dfb39c3bb2b07d303a603cade4d81aee137e20288630a8e5bc1abe3820.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db8fa2dfb39c3bb2b07d303a603cade4d81aee137e20288630a8e5bc1abe3820,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db9135c1b5e07c03b67a4eae441f9e2db42729a1dd4be48ef6e10a393840fb30.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db9135c1b5e07c03b67a4eae441f9e2db42729a1dd4be48ef6e10a393840fb30,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db94e3e4b9a539c17ecbdf66d02fc71b626a08a7b7e741856ca363a09720f9de.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db94e3e4b9a539c17ecbdf66d02fc71b626a08a7b7e741856ca363a09720f9de,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db9661cead3a77c3f37869acaf0a788f4afef1b385e8807879867f4d4532e3fa.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db9661cead3a77c3f37869acaf0a788f4afef1b385e8807879867f4d4532e3fa,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/db9c801206bea251cbd02fc6d6c1872205a08cf0d304ffcaac3599fd2864710c.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,db9c801206bea251cbd02fc6d6c1872205a08cf0d304ffcaac3599fd2864710c,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dba11b6d48300e3f9fff720adeae1eb2ee789b530fa1ec4fefe7040031266718.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dba11b6d48300e3f9fff720adeae1eb2ee789b530fa1ec4fefe7040031266718,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dbab6a72dd57ae2b056c370fc0fdaeff0045e09d834c76b58c3883b9c8438101.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dbab6a72dd57ae2b056c370fc0fdaeff0045e09d834c76b58c3883b9c8438101,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dbae44f02f065759b7efa9fe3cb594b9533d95443bbd3bde239cb1c91235d0b7.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dbae44f02f065759b7efa9fe3cb594b9533d95443bbd3bde239cb1c91235d0b7,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dbc491443c0bcd6f2fa87768966813ed40ca8feba649e26da1106e28f357bc17.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dbc491443c0bcd6f2fa87768966813ed40ca8feba649e26da1106e28f357bc17,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dbc65177fd21d6523b751d9380f8e668592465d56ea548dbe6bfca27aa0d5188.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dbc65177fd21d6523b751d9380f8e668592465d56ea548dbe6bfca27aa0d5188,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dbc7f09ca4b8fe50b475823cb31697dd4a376334bce6a110562417401ed21bc0.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,benign,byte_histogram_logistic,dbc7f09ca4b8fe50b475823cb31697dd4a376334bce6a110562417401ed21bc0,section_slack,benign,2,detector_stable
True,slack_eval/cards/section_slack/dbd067199ed2f7e379a7c6651dbce2fa6d99b12c8a115477a944c02a94745f70.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dbd067199ed2f7e379a7c6651dbce2fa6d99b12c8a115477a944c02a94745f70,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dbd94018814b95de21ea55c4b7ad0ac702f5817fbedf22cc39405282055b3b88.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dbd94018814b95de21ea55c4b7ad0ac702f5817fbedf22cc39405282055b3b88,section_slack,malware,2,detector_stable
True,slack_eval/cards/section_slack/dbd9dd427ebb23bb290fe66d152415e7f05bb10dd2d69fd23e51651eabbcd950.md,Validated PE-preserving transformation; full behavior preservation is not claimed unless sandbox_execution_status is passed.,malware,byte_histogram_logistic,dbd9dd427ebb23bb290fe66d152415e7f05bb10dd2d69fd23e51651eabbcd950,section_slack,malware,2,detector_stable
